Año,Mes,País,Aeropuerto,IATA,Pasajeros,Vuelos,Ratio_Pax_Vuelo
2022,3,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,2087,13,160.54
2022,3,ESPAÑA,TENERIFE SUR,TFS,2056,13,158.15
2022,3,ESPAÑA,MENORCA,MAH,1902,27,70.44
2022,3,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,1595,11,145
2022,3,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,1275,12,106.25
2022,3,ESPAÑA,BADAJOZ/ TALAVERA LA REAL,BJZ,661,8,82.62
2022,3,ESPAÑA,VIGO,VGO,582,9,64.67
2022,3,ESPAÑA,FUERTEVENTURA,FUE,457,4,114.25
2022,3,ESPAÑA,VITORIA,VIT,0,23,0
2022,3,ITALIA,MILAN/BERGAMO,BGY,9714,58,167.48
2022,3,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,6831,41,166.61
2022,3,ITALIA,MILAN /MALPENSA,MXP,5130,31,165.48
2022,3,ITALIA,ROMA / CIAMPINO,CIA,4411,26,169.65
2022,3,ITALIA,PISA / GALILEO GALILEI,PSA,2735,19,143.95
2022,3,ITALIA,TREVISO/S.ANGELO (MIL),TSF,2470,15,164.67
2022,3,ITALIA,NAPOLES,NAP,2449,15,163.27
2022,3,ITALIA,ROMA / FIUMICINO,FCO,2069,14,147.79
2022,3,ITALIA,BARI /PALESE,BRI,1947,13,149.77
2022,3,ITALIA,TURIN /CITTA DI TORINO,TRN,1328,8,166
2022,3,ITALIA,PALERMO /PUNTA RAISI,PMO,1324,9,147.11
2022,3,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,1311,8,163.88
2022,3,ITALIA,CAGLIARI / ELMAS,CAG,1185,9,131.67
2022,3,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,9001,55,163.65
2022,3,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,3919,31,126.42
2022,3,ALEMANIA,BERLIN BRANDENBURG,BER,3499,21,166.62
2022,3,ALEMANIA,KOELN/BONN,CGN,2478,38,65.21
2022,3,ALEMANIA,DUSSELDORF,DUS,2062,16,128.88
2022,3,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,1243,8,155.38
2022,3,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,1060,9,117.78
2022,3,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,696,6,116
2022,3,ALEMANIA,NUREMBERG,NUE,172,1,172
2022,3,ALEMANIA,BREMEN,BRE,86,1,86
2022,3,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,14822,120,123.52
2022,3,HOLANDA,EINDHOVEN,EIN,7238,45,160.84
2022,3,HOLANDA,ROTTERDAM,RTM,1649,13,126.85
2022,3,FRANCIA,PARIS /ORLY,ORY,10000,61,163.93
2022,3,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,6156,46,133.83
2022,3,FRANCIA,NANTES / ATLANTIQUE,NTE,1465,9,162.78
2022,3,FRANCIA,MARSELLA,MRS,1426,9,158.44
2022,3,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1369,8,171.12
2022,3,FRANCIA,BURDEOS,BOD,1321,8,165.12
2022,3,FRANCIA,TOULOUSE /BLAGNAC,TLS,1241,9,137.89
2022,3,FRANCIA,PERPIGNAN  /LLABANERE,PGF,8,1,8
2022,3,REINO UNIDO,LONDRES /STANSTED,STN,6921,43,160.95
2022,3,REINO UNIDO,LONDRES/GATWICK,LGW,6202,40,155.05
2022,3,REINO UNIDO,LONDRES / HEATHROW,LHR,3061,23,133.09
2022,3,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,1591,10,159.1
2022,3,REINO UNIDO,BRISTOL,BRS,1141,8,142.62
2022,3,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,155,1,155
2022,3,REINO UNIDO,EAST MIDLANDS,EMA,138,1,138
2022,3,BELGICA,BRUSELAS,BRU,7717,50,154.34
2022,3,BELGICA,BRUSELAS/CHARLEROI,CRL,3079,18,171.06
2022,3,BELGICA,LIEGE /BIERSET,LGG,0,23,0
2022,3,PORTUGAL,LISBOA,LIS,6558,84,78.07
2022,3,PORTUGAL,OPORTO,OPO,2378,15,158.53
2022,3,PORTUGAL,FARO,FAO,11,1,11
2022,3,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,3772,19,198.53
2022,3,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,1352,8,169
2022,3,RUMANIA,TIMISOARA,TSR,1115,7,159.29
2022,3,MARRUECOS,TANGER /BOUKHALEF,TNG,1990,18,110.56
2022,3,MARRUECOS,MARRAKECH /MENARA,RAK,1519,10,151.9
2022,3,MARRUECOS,FEZ/SAIS,FEZ,1130,9,125.56
2022,3,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1118,26,43
2022,3,SUIZA,ZURICH,ZRH,4980,36,138.33
2022,3,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,192,2,96
2022,3,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,1575,9,175
2022,3,POLONIA,GDANSK/REBIECHOWO,GDN,1521,9,169
2022,3,POLONIA,VARSOVIA/MODLIN,WMI,1163,7,166.14
2022,3,TURQUIA,ISTANBUL HAVALIMANI,IST,3335,22,151.59
2022,3,AUSTRIA,VIENA  /INTERNACIONAL,VIE,2658,17,156.35
2022,3,IRLANDA,DUBLIN,DUB,2561,15,170.73
2022,3,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,1469,9,163.22
2022,3,BULGARIA,SOFIA ,SOF,1346,8,168.25
2022,3,MALTA,MALTA / LUQA,MLA,144,2,72
2022,3,LETONIA,RIGA,RIX,107,1,107
2022,2,ESPAÑA,PALMA DE MALLORCA,PMI,14062,128,109.86
2022,2,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,10088,139,72.58
2022,2,ESPAÑA,IBIZA,IBZ,6865,64,107.27
2022,2,ESPAÑA,SEVILLA,SVQ,6158,75,82.11
2022,2,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,4064,27,150.52
2022,2,ESPAÑA,BILBAO,BIO,3394,54,62.85
2022,2,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,2914,17,171.41
2022,2,ESPAÑA,GRAN CANARIA,LPA,2344,14,167.43
