"Aeropuerto";"Año";"Mes";"País";"Operaciones Totales";"Pasajeros Totales";"PAX_medio";"iata_aeropuerto"
"TENERIFE SUR";"2022";"Junio      de 2022";"ESPAÑA";"9,000";"1,588";"0,1764444444444445";"TFS"
"TENERIFE SUR";"2025";"Julio      de 2025";"ESPAÑA";"14,000";"2,590";"0,1850000000000000";"TFS"
"TENERIFE SUR";"2024";"Octubre    de 2024";"ESPAÑA";"12,000";"2,134";"0,1778333333333333";"TFS"
"TENERIFE SUR";"2022";"Enero      de 2022";"ESPAÑA";"4,000";"769,000";"192,2500000000000000";"TFS"
"TENERIFE SUR";"2025";"Mayo       de 2025";"ESPAÑA";"13,000";"2,368";"0,1821538461538461";"TFS"
"TENERIFE SUR";"2024";"Noviembre  de 2024";"ESPAÑA";"9,000";"1,143";"0,1270000000000000";"TFS"
"TENERIFE SUR";"2022";"Abril      de 2022";"ESPAÑA";"8,000";"1,363";"0,1703750000000000";"TFS"
"TENERIFE SUR";"2023";"Agosto     de 2023";"ESPAÑA";"10,000";"1,686";"0,1686000000000000";"TFS"
"TENERIFE SUR";"2022";"Noviembre  de 2022";"ESPAÑA";"12,000";"1,682";"0,1401666666666667";"TFS"
"TENERIFE SUR";"2024";"Abril      de 2024";"ESPAÑA";"13,000";"2,440";"0,1876923076923077";"TFS"
"TENERIFE SUR";"2024";"Mayo       de 2024";"ESPAÑA";"13,000";"2,461";"0,1893076923076923";"TFS"
"TENERIFE SUR";"2023";"Febrero    de 2023";"ESPAÑA";"12,000";"2,074";"0,1728333333333333";"TFS"
"TENERIFE SUR";"2022";"Agosto     de 2022";"ESPAÑA";"8,000";"1,429";"0,1786250000000000";"TFS"
"TENERIFE SUR";"2023";"Octubre    de 2023";"ESPAÑA";"9,000";"1,466";"0,1628888888888889";"TFS"
"TENERIFE SUR";"2024";"Julio      de 2024";"ESPAÑA";"13,000";"2,420";"0,1861538461538461";"TFS"
"TENERIFE SUR";"2024";"Enero      de 2024";"ESPAÑA";"10,000";"1,605";"0,1605000000000000";"TFS"
"TENERIFE SUR";"2023";"Noviembre  de 2023";"ESPAÑA";"9,000";"1,376";"0,1528888888888889";"TFS"
"TENERIFE SUR";"2022";"Mayo       de 2022";"ESPAÑA";"9,000";"1,536";"0,1706666666666667";"TFS"
"TENERIFE SUR";"2025";"Enero      de 2025";"ESPAÑA";"8,000";"1,386";"0,1732500000000000";"TFS"
"TIMISOARA";"2025";"Abril      de 2025";"RUMANIA";"8,000";"1,312";"0,1640000000000000";"TSR"
"TIMISOARA";"2024";"Septiembre de 2024";"RUMANIA";"12,000";"2,203";"0,1835833333333333";"TSR"
"TIMISOARA";"2025";"Marzo      de 2025";"RUMANIA";"10,000";"1,693";"0,1693000000000000";"TSR"
"TIMISOARA";"2025";"Octubre    de 2025";"RUMANIA";"8,000";"1,446";"0,1807500000000000";"TSR"
"TIMISOARA";"2025";"Febrero    de 2025";"RUMANIA";"8,000";"1,459";"0,1823750000000000";"TSR"
"TIMISOARA";"2024";"Diciembre  de 2024";"RUMANIA";"9,000";"1,431";"0,1590000000000000";"TSR"
"TIMISOARA";"2023";"Julio      de 2023";"RUMANIA";"9,000";"1,605";"0,1783333333333333";"TSR"
"TIMISOARA";"2024";"Febrero    de 2024";"RUMANIA";"8,000";"1,432";"0,1790000000000000";"TSR"
"TIMISOARA";"2023";"Agosto     de 2023";"RUMANIA";"9,000";"1,614";"0,1793333333333333";"TSR"
"TIMISOARA";"2022";"Noviembre  de 2022";"RUMANIA";"8,000";"1,345";"0,1681250000000000";"TSR"
"TIMISOARA";"2023";"Septiembre de 2023";"RUMANIA";"8,000";"1,440";"0,1800000000000000";"TSR"
"TIMISOARA";"2025";"Junio      de 2025";"RUMANIA";"9,000";"1,540";"0,1711111111111111";"TSR"
"TIMISOARA";"2022";"Diciembre  de 2022";"RUMANIA";"9,000";"1,373";"0,1525555555555556";"TSR"
"TIMISOARA";"2025";"Septiembre de 2025";"RUMANIA";"9,000";"1,653";"0,1836666666666667";"TSR"
"TIMISOARA";"2024";"Agosto     de 2024";"RUMANIA";"14,000";"2,555";"0,1825000000000000";"TSR"
"TIMISOARA";"2023";"Junio      de 2023";"RUMANIA";"9,000";"1,552";"0,1724444444444445";"TSR"
"TIMISOARA";"2025";"Agosto     de 2025";"RUMANIA";"9,000";"1,597";"0,1774444444444444";"TSR"
"TIMISOARA";"2024";"Mayo       de 2024";"RUMANIA";"13,000";"2,272";"0,1747692307692308";"TSR"
"TIMISOARA";"2024";"Junio      de 2024";"RUMANIA";"12,000";"1,997";"0,1664166666666667";"TSR"
"TIMISOARA";"2022";"Julio      de 2022";"RUMANIA";"9,000";"1,420";"0,1577777777777778";"TSR"
"TIMISOARA";"2022";"Septiembre de 2022";"RUMANIA";"8,000";"1,390";"0,1737500000000000";"TSR"
"TIMISOARA";"2023";"Febrero    de 2023";"RUMANIA";"8,000";"1,389";"0,1736250000000000";"TSR"
"TIMISOARA";"2025";"Noviembre  de 2025";"RUMANIA";"9,000";"1,560";"0,1733333333333333";"TSR"
"TIMISOARA";"2023";"Noviembre  de 2023";"RUMANIA";"8,000";"1,375";"0,1718750000000000";"TSR"
"TIMISOARA";"2025";"Enero      de 2025";"RUMANIA";"9,000";"1,593";"0,1770000000000000";"TSR"
"TIMISOARA";"2025";"Julio      de 2025";"RUMANIA";"8,000";"1,435";"0,1793750000000000";"TSR"
"TIMISOARA";"2024";"Abril      de 2024";"RUMANIA";"13,000";"2,183";"0,1679230769230769";"TSR"
"TIMISOARA";"2023";"Diciembre  de 2023";"RUMANIA";"9,000";"1,437";"0,1596666666666667";"TSR"
"TIMISOARA";"2022";"Mayo       de 2022";"RUMANIA";"9,000";"1,369";"0,1521111111111111";"TSR"
"TIMISOARA";"2024";"Noviembre  de 2024";"RUMANIA";"8,000";"1,213";"0,1516250000000000";"TSR"
"TIMISOARA";"2023";"Abril      de 2023";"RUMANIA";"9,000";"1,526";"0,1695555555555556";"TSR"
"TIMISOARA";"2022";"Junio      de 2022";"RUMANIA";"8,000";"1,292";"0,1615000000000000";"TSR"
"TIMISOARA";"2024";"Octubre    de 2024";"RUMANIA";"12,000";"2,150";"0,1791666666666667";"TSR"
"TIMISOARA";"2023";"Mayo       de 2023";"RUMANIA";"8,000";"1,377";"0,1721250000000000";"TSR"
"TIMISOARA";"2023";"Octubre    de 2023";"RUMANIA";"10,000";"1,792";"0,1792000000000000";"TSR"
"TIMISOARA";"2024";"Julio      de 2024";"RUMANIA";"13,000";"2,299";"0,1768461538461538";"TSR"
"TIMISOARA";"2022";"Agosto     de 2022";"RUMANIA";"9,000";"1,583";"0,1758888888888889";"TSR"
"TIMISOARA";"2025";"Mayo       de 2025";"RUMANIA";"9,000";"1,603";"0,1781111111111111";"TSR"
"TIMISOARA";"2022";"Marzo      de 2022";"RUMANIA";"7,000";"1,115";"0,1592857142857143";"TSR"
"TIMISOARA";"2022";"Octubre    de 2022";"RUMANIA";"9,000";"1,562";"0,1735555555555556";"TSR"
"TIMISOARA";"2023";"Enero      de 2023";"RUMANIA";"9,000";"1,614";"0,1793333333333333";"TSR"
"TIMISOARA";"2022";"Enero      de 2022";"RUMANIA";"5,000";"823,000";"164,5999999999999943";"TSR"
"TIMISOARA";"2024";"Marzo      de 2024";"RUMANIA";"8,000";"1,398";"0,1747500000000000";"TSR"
"TIMISOARA";"2024";"Enero      de 2024";"RUMANIA";"9,000";"1,583";"0,1758888888888889";"TSR"
"TIMISOARA";"2023";"Marzo      de 2023";"RUMANIA";"9,000";"1,600";"0,1777777777777778";"TSR"
"TIMISOARA";"2022";"Abril      de 2022";"RUMANIA";"8,000";"1,215";"0,1518750000000000";"TSR"
"TIRANA";"2025";"Octubre    de 2025";"ALBANIA";"11,000";"2,352";"0,2138181818181818";"TIA"
"TIRANA";"2024";"Julio      de 2024";"ALBANIA";"13,000";"2,373";"0,1825384615384616";"TIA"
"TIRANA";"2025";"Febrero    de 2025";"ALBANIA";"8,000";"1,269";"0,1586250000000000";"TIA"
"TIRANA";"2025";"Enero      de 2025";"ALBANIA";"8,000";"1,278";"0,1597500000000000";"TIA"
"TIRANA";"2025";"Abril      de 2025";"ALBANIA";"8,000";"1,600";"0,2000000000000000";"TIA"
"TIRANA";"2025";"Noviembre  de 2025";"ALBANIA";"9,000";"1,824";"0,2026666666666667";"TIA"
"TIRANA";"2025";"Agosto     de 2025";"ALBANIA";"13,000";"2,923";"0,2248461538461539";"TIA"
"TIRANA";"2024";"Diciembre  de 2024";"ALBANIA";"9,000";"1,167";"0,1296666666666667";"TIA"
"TIRANA";"2025";"Marzo      de 2025";"ALBANIA";"9,000";"1,803";"0,2003333333333333";"TIA"
"TIRANA";"2025";"Junio      de 2025";"ALBANIA";"10,000";"2,018";"0,2018000000000000";"TIA"
"TIRANA";"2024";"Agosto     de 2024";"ALBANIA";"14,000";"2,847";"0,2033571428571428";"TIA"
"TIRANA";"2024";"Noviembre  de 2024";"ALBANIA";"9,000";"1,269";"0,1410000000000000";"TIA"
"TIRANA";"2025";"Mayo       de 2025";"ALBANIA";"9,000";"1,894";"0,2104444444444444";"TIA"
"TIRANA";"2024";"Junio      de 2024";"ALBANIA";"9,000";"1,525";"0,1694444444444444";"TIA"
"TIRANA";"2024";"Octubre    de 2024";"ALBANIA";"12,000";"2,240";"0,1866666666666667";"TIA"
"TIRANA";"2025";"Julio      de 2025";"ALBANIA";"14,000";"2,839";"0,2027857142857143";"TIA"
"TIRANA";"2024";"Septiembre de 2024";"ALBANIA";"12,000";"2,376";"0,1980000000000000";"TIA"
"TIRANA";"2025";"Septiembre de 2025";"ALBANIA";"13,000";"2,914";"0,2241538461538462";"TIA"
"Total";"2022";"Octubre    de 2022";"ESPAÑA";"1,109";"121,582";"109,6321009918845704";NA
"Total";"2022";"Junio      de 2022";"REPUBLICA DE SERBIA";"9,000";"930,000";"103,3333333333333286";NA
"Total";"2023";"Agosto     de 2023";"IRLANDA";"40,000";"7,093";"0,1773250000000000";NA
"Total";"2024";"Julio      de 2024";"GRECIA";"9,000";"1,413";"0,1570000000000000";NA
"Total";"2023";"Septiembre de 2023";"ALEMANIA";"273,000";"42,283";"0,1548827838827839";NA
"Total";"2023";"Mayo       de 2023";"ALEMANIA";"261,000";"38,358";"0,1469655172413793";NA
"Total";"2023";"Mayo       de 2023";"AUSTRIA";"49,000";"7,434";"0,1517142857142857";NA
"Total";"2024";"Julio      de 2024";"HOLANDA";"244,000";"38,673";"0,1584959016393443";NA
"Total";"2024";"Mayo       de 2024";"FRANCIA";"276,000";"37,976";"0,1375942028985507";NA
"Total";"2022";"Abril      de 2022";"ALEMANIA";"235,000";"33,684";"0,1433361702127660";NA
"Total";"2022";"Abril      de 2022";"AUSTRIA";"22,000";"3,754";"0,1706363636363636";NA
"Total";"2023";"Mayo       de 2023";"BELGICA";"83,000";"11,939";"0,1438433734939759";NA
"Total";"2023";"Mayo       de 2023";"BULGARIA";"13,000";"2,511";"0,1931538461538462";NA
"Total";"2022";"Octubre    de 2022";"HOLANDA";"231,000";"33,219";"0,1438051948051948";NA
"Total";"2022";"Abril      de 2022";"BELGICA";"116,000";"15,876";"0,1368620689655172";NA
"Total";"2022";"Abril      de 2022";"BULGARIA";"12,000";"1,784";"0,1486666666666667";NA
"Total";"2023";"Agosto     de 2023";"LETONIA";"9,000";"1,196";"0,1328888888888889";NA
"Total";"2022";"Octubre    de 2022";"IRLANDA";"20,000";"3,533";"0,1766500000000000";NA
"Total";"2023";"Agosto     de 2023";"LUXEMBURGO";"8,000";"466,000";"58,2500000000000000";NA
"Total";"2024";"Diciembre  de 2024";"AUSTRIA";"43,000";"6,987";"0,1624883720930232";NA
"Total";"2023";"Agosto     de 2023";"MALTA";"18,000";"3,301";"0,1833888888888889";NA
"Total";"2025";"Junio      de 2025";"IRLANDA";"55,000";"10,164";"0,1848000000000000";NA
"Total";"2024";"Julio      de 2024";"ITALIA";"432,000";"79,977";"0,1851319444444444";NA
"Total";"2022";"Septiembre de 2022";"LETONIA";"4,000";"578,000";"144,5000000000000000";NA
"Total";"2025";"Enero      de 2025";"FRANCIA";"208,000";"27,732";"0,1333269230769231";NA
"Total";"2023";"Agosto     de 2023";"MARRUECOS";"88,000";"12,251";"0,1392159090909091";NA
"Total";"2022";"Octubre    de 2022";"ITALIA";"304,000";"52,729";"0,1734506578947368";NA
"Total";"2024";"Julio      de 2024";"LETONIA";"9,000";"1,194";"0,1326666666666667";NA
"Total";"2025";"Enero      de 2025";"HOLANDA";"181,000";"21,771";"0,1202817679558011";NA
"Total";"2024";"Julio      de 2024";"LUXEMBURGO";"9,000";"601,000";"66,7777777777777715";NA
"Total";"2025";"Enero      de 2025";"HUNGRIA";"27,000";"5,288";"0,1958518518518519";NA
"Total";"2022";"Octubre    de 2022";"LETONIA";"4,000";"529,000";"132,2500000000000000";NA
"Total";"2023";"Septiembre de 2023";"ESPAÑA";"1,151";"140,510";"122,0764552562988570";NA
"Total";"2022";"Octubre    de 2022";"LUXEMBURGO";"9,000";"483,000";"53,6666666666666643";NA
"Total";"2022";"Abril      de 2022";"ESPAÑA";"1,076";"112,216";"104,2899628252787920";NA
"Total";"2022";"Enero      de 2022";"PORTUGAL";"85,000";"4,621";"0,0543647058823529";NA
"Total";"2023";"Agosto     de 2023";"PORTUGAL";"138,000";"18,111";"0,1312391304347826";NA
"Total";"2024";"Julio      de 2024";"MARRUECOS";"89,000";"9,484";"0,1065617977528090";NA
"Total";"2025";"Junio      de 2025";"LETONIA";"8,000";"1,099";"0,1373750000000000";NA
"Total";"2022";"Octubre    de 2022";"MARRUECOS";"77,000";"8,614";"0,1118701298701299";NA
"Total";"2025";"Junio      de 2025";"LUXEMBURGO";"4,000";"216,000";"54,0000000000000000";NA
"Total";"2022";"Enero      de 2022";"REINO UNIDO";"65,000";"6,601";"0,1015538461538461";NA
"Total";"2022";"Octubre    de 2022";"POLONIA";"19,000";"3,485";"0,1834210526315789";NA
"Total";"2024";"Julio      de 2024";"POLONIA";"76,000";"14,464";"0,1903157894736842";NA
"Total";"2023";"Agosto     de 2023";"REINO UNIDO";"271,000";"45,080";"0,1663468634686347";NA
"Total";"2022";"Abril      de 2022";"FRANCIA";"210,000";"30,348";"0,1445142857142857";NA
"Total";"2022";"Octubre    de 2022";"PORTUGAL";"136,000";"14,829";"0,1090367647058824";NA
"Total";"2023";"Mayo       de 2023";"HOLANDA";"221,000";"32,664";"0,1478009049773756";NA
"Total";"2023";"Agosto     de 2023";"REPUBLICA DE SERBIA";"14,000";"1,740";"0,1242857142857143";NA
"Total";"2023";"Mayo       de 2023";"HUNGRIA";"9,000";"1,600";"0,1777777777777778";NA
"Total";"2022";"Abril      de 2022";"HOLANDA";"215,000";"31,173";"0,1449906976744186";NA
"Total";"2023";"Septiembre de 2023";"HUNGRIA";"9,000";"1,651";"0,1834444444444444";NA
"Total";"2022";"Abril      de 2022";"HUNGRIA";"8,000";"1,449";"0,1811250000000000";NA
"Total";"2024";"Diciembre  de 2024";"FRANCIA";"255,000";"33,961";"0,1331803921568627";NA
"Total";"2022";"Abril      de 2022";"IRLANDA";"16,000";"2,838";"0,1773750000000000";NA
"Total";"2022";"Marzo      de 2022";"FRANCIA";"151,000";"22,986";"0,1522251655629139";NA
"Total";"2022";"Octubre    de 2022";"REPUBLICA CHECA";"1,000";"81,000";"81,0000000000000000";NA
"Total";"2023";"Agosto     de 2023";"SUIZA";"125,000";"17,261";"0,1380880000000000";NA
"Total";"2022";"Octubre    de 2022";"REPUBLICA DE SERBIA";"9,000";"1,063";"0,1181111111111111";NA
"Total";"2024";"Julio      de 2024";"REINO UNIDO";"252,000";"42,627";"0,1691547619047619";NA
"Total";"2025";"Enero      de 2025";"PORTUGAL";"84,000";"10,058";"0,1197380952380952";NA
"Total";"2024";"Julio      de 2024";"REPUBLICA CHECA";"26,000";"4,013";"0,1543461538461539";NA
"Total";"2022";"Octubre    de 2022";"RUMANIA";"47,000";"9,757";"0,2075957446808511";NA
"Total";"2023";"Mayo       de 2023";"ITALIA";"379,000";"66,854";"0,1763957783641161";NA
"Total";"2022";"Abril      de 2022";"ITALIA";"256,000";"42,999";"0,1679648437500000";NA
"Total";"2022";"Octubre    de 2022";"SUIZA";"98,000";"13,916";"0,1420000000000000";NA
"Total";"2025";"Enero      de 2025";"REINO UNIDO";"148,000";"20,487";"0,1384256756756757";NA
"Total";"2024";"Julio      de 2024";"RUMANIA";"51,000";"9,879";"0,1937058823529412";NA
"Total";"2022";"Octubre    de 2022";"TURQUIA";"38,000";"5,538";"0,1457368421052632";NA
"Total";"2022";"Abril      de 2022";"LETONIA";"4,000";"483,000";"120,7500000000000000";NA
"Total";"2023";"Mayo       de 2023";"LUXEMBURGO";"9,000";"557,000";"61,8888888888888857";NA
"Total";"2022";"Abril      de 2022";"LUXEMBURGO";"9,000";"474,000";"52,6666666666666643";NA
"Total";"2023";"Mayo       de 2023";"MALTA";"17,000";"3,003";"0,1766470588235294";NA
"Total";"2022";"Abril      de 2022";"MALTA";"13,000";"1,869";"0,1437692307692308";NA
"Total";"2025";"Enero      de 2025";"RUMANIA";"43,000";"8,623";"0,2005348837209302";NA
"Total";"2024";"Julio      de 2024";"TURQUIA";"61,000";"8,200";"0,1344262295081967";NA
"Total";"2023";"Diciembre  de 2023";"BELGICA";"95,000";"14,203";"0,1495052631578947";NA
"Total";"2024";"Junio      de 2024";"ALBANIA";"9,000";"1,525";"0,1694444444444444";NA
"Total";"2022";"Septiembre de 2022";"ALEMANIA";"237,000";"34,786";"0,1467763713080169";NA
"Total";"2022";"Abril      de 2022";"MARRUECOS";"58,000";"5,344";"0,0921379310344828";NA
"Total";"2025";"Enero      de 2025";"TURQUIA";"62,000";"8,288";"0,1336774193548387";NA
"Total";"2023";"Mayo       de 2023";"POLONIA";"22,000";"4,475";"0,2034090909090909";NA
"Total";"2022";"Abril      de 2022";"POLONIA";"17,000";"3,002";"0,1765882352941176";NA
"Total";"2023";"Julio      de 2023";"MOLDAVIA";"5,000";"541,000";"108,2000000000000028";NA
"Total";"2022";"Septiembre de 2022";"BELGICA";"112,000";"16,004";"0,1428928571428572";NA
"Total";"2022";"Abril      de 2022";"PORTUGAL";"117,000";"12,121";"0,1035982905982906";NA
"Total";"2022";"Marzo      de 2022";"MARRUECOS";"63,000";"5,757";"0,0913809523809524";NA
"Total";"2025";"Octubre    de 2025";"BULGARIA";"20,000";"3,890";"0,1945000000000000";NA
"Total";"2024";"Junio      de 2024";"ALEMANIA";"282,000";"40,072";"0,1420992907801419";NA
"Total";"2024";"Junio      de 2024";"AUSTRIA";"39,000";"6,477";"0,1660769230769231";NA
"Total";"2024";"Noviembre  de 2024";"ALEMANIA";"226,000";"24,731";"0,1094292035398230";NA
"Total";"2025";"Febrero    de 2025";"ALEMANIA";"207,000";"28,850";"0,1393719806763285";NA
"Total";"2025";"Febrero    de 2025";"AUSTRIA";"40,000";"6,479";"0,1619750000000000";NA
"Total";"2022";"Abril      de 2022";"REINO UNIDO";"216,000";"32,566";"0,1507685185185185";NA
"Total";"2024";"Junio      de 2024";"BELGICA";"90,000";"13,377";"0,1486333333333333";NA
"Total";"2022";"Abril      de 2022";"REPUBLICA CHECA";"11,000";"1,363";"0,1239090909090909";NA
"Total";"2024";"Junio      de 2024";"BULGARIA";"25,000";"4,330";"0,1732000000000000";NA
"Total";"2022";"Abril      de 2022";"REPUBLICA DE SERBIA";"4,000";"455,000";"113,7500000000000000";NA
"Total";"2024";"Junio      de 2024";"DINAMARCA";"16,000";"2,462";"0,1538750000000000";NA
"Total";"2022";"Febrero    de 2022";"IRLANDA";"12,000";"1,963";"0,1635833333333333";NA
"Total";"2022";"Abril      de 2022";"RUMANIA";"51,000";"8,773";"0,1720196078431372";NA
"Total";"2023";"Septiembre de 2023";"REPUBLICA DE SERBIA";"12,000";"1,770";"0,1475000000000000";NA
"Total";"2022";"Septiembre de 2022";"ESPAÑA";"1,105";"132,628";"120,0253393665158228";NA
"Total";"2022";"Abril      de 2022";"SUIZA";"80,000";"11,073";"0,1384125000000000";NA
"Total";"2025";"Marzo      de 2025";"DINAMARCA";"1,000";"134,000";"134,0000000000000000";NA
"Total";"2023";"Mayo       de 2023";"SUIZA";"114,000";"16,425";"0,1440789473684211";NA
"Total";"2022";"Abril      de 2022";"TURQUIA";"33,000";"4,514";"0,1367878787878788";NA
"Total";"2023";"Diciembre  de 2023";"HOLANDA";"168,000";"23,458";"0,1396309523809524";NA
"Total";"2023";"Mayo       de 2023";"TURQUIA";"60,000";"7,915";"0,1319166666666667";NA
"Total";"2023";"Diciembre  de 2023";"HUNGRIA";"10,000";"1,751";"0,1751000000000000";NA
"Total";"2022";"Febrero    de 2022";"ITALIA";"240,000";"35,039";"0,1459958333333334";NA
"Total";"2023";"Septiembre de 2023";"SUIZA";"115,000";"18,679";"0,1624260869565217";NA
"Total";"2023";"Diciembre  de 2023";"IRLANDA";"35,000";"5,864";"0,1675428571428571";NA
"Total";"2023";"Septiembre de 2023";"TURQUIA";"60,000";"8,654";"0,1442333333333333";NA
"Total";"2022";"Septiembre de 2022";"FRANCIA";"213,000";"30,835";"0,1447652582159625";NA
"Total";"2023";"Julio      de 2023";"TURQUIA";"62,000";"7,227";"0,1165645161290323";NA
"Total";"2022";"Agosto     de 2022";"ALEMANIA";"256,000";"35,478";"0,1385859375000000";NA
"Total";"2022";"Agosto     de 2022";"AUSTRIA";"43,000";"7,179";"0,1669534883720930";NA
"Total";"2025";"Octubre    de 2025";"GRECIA";"4,000";"621,000";"155,2500000000000000";NA
"Total";"2023";"Noviembre  de 2023";"ALEMANIA";"206,000";"28,258";"0,1371747572815534";NA
"Total";"2023";"Noviembre  de 2023";"AUSTRIA";"31,000";"4,369";"0,1409354838709677";NA
"Total";"2022";"Septiembre de 2022";"HOLANDA";"203,000";"30,392";"0,1497142857142857";NA
"Total";"2022";"Agosto     de 2022";"BELGICA";"111,000";"14,389";"0,1296306306306306";NA
"Total";"2022";"Agosto     de 2022";"BULGARIA";"13,000";"2,289";"0,1760769230769231";NA
"Total";"2023";"Noviembre  de 2023";"BELGICA";"89,000";"12,102";"0,1359775280898876";NA
"Total";"2022";"Septiembre de 2022";"IRLANDA";"26,000";"4,554";"0,1751538461538462";NA
"Total";"2023";"Noviembre  de 2023";"BULGARIA";"8,000";"1,460";"0,1825000000000000";NA
"Total";"2024";"Junio      de 2024";"GRECIA";"9,000";"1,339";"0,1487777777777778";NA
"Total";"2023";"Noviembre  de 2023";"DINAMARCA";"1,000";"41,000";"41,0000000000000000";NA
"Total";"2022";"Mayo       de 2022";"BULGARIA";"13,000";"2,052";"0,1578461538461539";NA
"Total";"2023";"Diciembre  de 2023";"POLONIA";"76,000";"13,083";"0,1721447368421053";NA
"Total";"2024";"Junio      de 2024";"HOLANDA";"247,000";"38,173";"0,1545465587044534";NA
"Total";"2025";"Febrero    de 2025";"HOLANDA";"183,000";"26,794";"0,1464153005464481";NA
"Total";"2024";"Junio      de 2024";"HUNGRIA";"32,000";"5,681";"0,1775312500000000";NA
"Total";"2025";"Febrero    de 2025";"HUNGRIA";"28,000";"5,586";"0,1995000000000000";NA
"Total";"2022";"Septiembre de 2022";"ITALIA";"300,000";"52,454";"0,1748466666666667";NA
"Total";"2024";"Junio      de 2024";"IRLANDA";"42,000";"7,844";"0,1867619047619048";NA
"Total";"2025";"Febrero    de 2025";"IRLANDA";"30,000";"5,223";"0,1741000000000000";NA
"Total";"2022";"Febrero    de 2022";"UCRANIA";"7,000";"1,049";"0,1498571428571429";NA
"Total";"2025";"Marzo      de 2025";"HOLANDA";"231,000";"33,418";"0,1446666666666667";NA
"Total";"2024";"Agosto     de 2024";"DINAMARCA";"18,000";"2,530";"0,1405555555555555";NA
"Total";"2022";"Agosto     de 2022";"ESPAÑA";"1,072";"139,286";"129,9309701492537386";NA
"Total";"2022";"Septiembre de 2022";"LUXEMBURGO";"9,000";"587,000";"65,2222222222222285";NA
"Total";"2023";"Diciembre  de 2023";"REPUBLICA CHECA";"7,000";"847,000";"121,0000000000000000";NA
"Total";"2022";"Septiembre de 2022";"MALTA";"13,000";"2,341";"0,1800769230769231";NA
"Total";"2023";"Diciembre  de 2023";"REPUBLICA DE SERBIA";"9,000";"1,000";"0,1111111111111111";NA
"Total";"2025";"Febrero    de 2025";"ITALIA";"389,000";"70,734";"0,1818354755784062";NA
"Total";"2023";"Noviembre  de 2023";"ESPAÑA";"899,000";"99,339";"0,1104994438264739";NA
"Total";"2024";"Junio      de 2024";"ITALIA";"379,000";"67,465";"0,1780079155672823";NA
"Total";"2022";"Julio      de 2022";"AUSTRIA";"44,000";"7,588";"0,1724545454545454";NA
"Total";"2022";"Septiembre de 2022";"MARRUECOS";"79,000";"10,131";"0,1282405063291139";NA
"Total";"2025";"Febrero    de 2025";"LUXEMBURGO";"8,000";"598,000";"74,7500000000000000";NA
"Total";"2023";"Diciembre  de 2023";"SUIZA";"76,000";"10,573";"0,1391184210526316";NA
"Total";"2022";"Agosto     de 2022";"FRANCIA";"277,000";"39,382";"0,1421732851985560";NA
"Total";"2024";"Junio      de 2024";"LETONIA";"9,000";"1,204";"0,1337777777777778";NA
"Total";"2023";"Noviembre  de 2023";"FRANCIA";"193,000";"24,001";"0,1243575129533679";NA
"Total";"2022";"Agosto     de 2022";"GRECIA";"9,000";"1,364";"0,1515555555555556";NA
"Total";"2022";"Septiembre de 2022";"PORTUGAL";"121,000";"14,240";"0,1176859504132231";NA
"Total";"2024";"Junio      de 2024";"MALTA";"17,000";"3,004";"0,1767058823529412";NA
"Total";"2024";"Noviembre  de 2024";"POLONIA";"67,000";"10,749";"0,1604328358208955";NA
"Total";"2022";"Agosto     de 2022";"HOLANDA";"190,000";"26,840";"0,1412631578947368";NA
"Total";"2023";"Noviembre  de 2023";"HOLANDA";"189,000";"25,407";"0,1344285714285714";NA
"Total";"2022";"Agosto     de 2022";"HUNGRIA";"9,000";"1,641";"0,1823333333333333";NA
"Total";"2024";"Enero      de 2024";"IRLANDA";"37,000";"5,535";"0,1495945945945946";NA
"Total";"2024";"Junio      de 2024";"MARRUECOS";"83,000";"8,247";"0,0993614457831325";NA
"Total";"2022";"Agosto     de 2022";"IRLANDA";"25,000";"4,440";"0,1776000000000000";NA
"Total";"2024";"Junio      de 2024";"MOLDAVIA";"5,000";"593,000";"118,5999999999999943";NA
"Total";"2022";"Septiembre de 2022";"REPUBLICA CHECA";"9,000";"1,113";"0,1236666666666667";NA
"Total";"2025";"Marzo      de 2025";"MARRUECOS";"82,000";"9,775";"0,1192073170731707";NA
"Total";"2022";"Septiembre de 2022";"REPUBLICA DE SERBIA";"9,000";"1,120";"0,1244444444444445";NA
"Total";"2024";"Junio      de 2024";"POLONIA";"70,000";"14,001";"0,2000142857142857";NA
"Total";"2025";"Febrero    de 2025";"REPUBLICA CHECA";"16,000";"1,818";"0,1136250000000000";NA
"Total";"2022";"Septiembre de 2022";"RUMANIA";"39,000";"8,065";"0,2067948717948718";NA
"Total";"2023";"Noviembre  de 2023";"ITALIA";"300,000";"52,237";"0,1741233333333334";NA
"Total";"2022";"Agosto     de 2022";"ITALIA";"310,000";"54,798";"0,1767677419354839";NA
"Total";"2022";"Septiembre de 2022";"SUIZA";"102,000";"15,141";"0,1484411764705882";NA
"Total";"2025";"Marzo      de 2025";"PORTUGAL";"96,000";"12,319";"0,1283229166666667";NA
"Total";"2025";"Febrero    de 2025";"RUMANIA";"36,000";"7,461";"0,2072500000000000";NA
"Total";"2022";"Septiembre de 2022";"TURQUIA";"43,000";"6,364";"0,1480000000000000";NA
"Total";"2022";"Agosto     de 2022";"LETONIA";"4,000";"528,000";"132,0000000000000000";NA
