"Icao_Aerolinea";"Iata_Aeropuerto";"Fecha";"Hora";"Vuelo";"Origen";"Estado";"Numero_Vuelo";"Nombre_Aeropuerto";"Ciudad_Aeropuerto";"País_Aeropuerto";"Icao_Aeropuerto";"Latitud";"Longitud";"Altitud";"Zona_Horaria";"Nombre_Aerolinea";"País_Aerolinea";"PAX_Medio_Aeropuerto";"PAX_Medio_Compania";"PAX_Medio_Total";"franja_horaria"
"RYR";"BUD";"2025-11-13";"14:00";"RYR2301";"BUDAPEST (BUD)";"No informado";"2301";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47,4297600000000";"19,26109300000000";"495";"Europe/Budapest";"RYANAIR DAC";"Ireland";"181,3585106382979";"169,882861189801702";"175,6206859140498";"Tarde"
"RYR";"AGP";"2025-11-22";"08:30";"RYR638";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"638";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"RYANAIR DAC";"Ireland";"98,4668085106383";"169,882861189801702";"134,1748348502200";"Mañana"
"RYR";"BLQ";"2025-11-18";"11:05";"RYR6423";"BOLONIA (BLQ)";"No informado";"6423";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44,5354000000000";"11,28870000000000";"123";"Europe/Rome";"RYANAIR DAC";"Ireland";"174,9978723404255";"169,882861189801702";"172,4403667651136";"Mañana"
"RYR";"BLQ";"2025-11-17";"20:40";"RYR620";"BOLONIA (BLQ)";"No informado";"620";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44,5354000000000";"11,28870000000000";"123";"Europe/Rome";"RYANAIR DAC";"Ireland";"174,9978723404255";"169,882861189801702";"172,4403667651136";"Noche"
"RYR";"BVA";"2025-11-14";"12:10";"RYR9001";"PARIS /BEAUVAIS-TILLE (BVA)";"No informado";"9001";"Paris Beauvais Tillé Airport";"Beauvais";"France";"LFOB";"49,4543991088867";"2,11278009414673";"359";"Europe/Paris";"RYANAIR DAC";"Ireland";"169,0291489361702";"169,882861189801702";"169,4560050629860";"Tarde"
"RYR";"AGP";"2025-11-21";"21:45";"RYR638";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"638";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"RYANAIR DAC";"Ireland";"98,4668085106383";"169,882861189801702";"134,1748348502200";"Noche"
"RYR";"BLQ";"2025-11-20";"18:30";"RYR620";"BOLONIA (BLQ)";"No informado";"620";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44,5354000000000";"11,28870000000000";"123";"Europe/Rome";"RYANAIR DAC";"Ireland";"174,9978723404255";"169,882861189801702";"172,4403667651136";"Noche"
"RYR";"BLQ";"2025-11-15";"07:55";"RYR620";"BOLONIA (BLQ)";"No informado";"620";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44,5354000000000";"11,28870000000000";"123";"Europe/Rome";"RYANAIR DAC";"Ireland";"174,9978723404255";"169,882861189801702";"172,4403667651136";"Mañana"
"RYR";"KRK";"2025-11-11";"10:50";"RYR2229";"CRACOVIA (KRK)";"No informado";"2229";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50,0777020000000";"19,78480000000000";"791";"Europe/Warsaw";"RYANAIR DAC";"Ireland";"189,3227659574468";"169,882861189801702";"179,6028135736242";"Mañana"
"RYR";"RAK";"2025-11-22";"16:35";"RYR2217";"MARRAKECH (RAK)";"No informado";"2217";"Menara Airport";"Marrakech";"Morocco";"GMMX";"31,6068992615000";"-8,03629970551000";"1545";"Africa/Casablanca";"RYANAIR DAC";"Ireland";"165,6275555555555";"169,882861189801702";"167,7552083726786";"Tarde"
"RYR";"SVQ";"2025-11-17";"22:35";"RYR2208";"SEVILLA (SVQ)";"No informado";"2208";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"RYANAIR DAC";"Ireland";"118,2457446808511";"169,882861189801702";"144,0643029353264";"Noche"
"RYR";"BRU";"2025-11-16";"20:50";"RYR2985";"BRUSELAS (BRU)";"No informado";"2985";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"RYANAIR DAC";"Ireland";"161,3989361702128";"169,882861189801702";"165,6408986800072";"Noche"
"RYR";"KRK";"2025-11-10";"19:20";"RYR2229";"CRACOVIA (KRK)";"No informado";"2229";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50,0777020000000";"19,78480000000000";"791";"Europe/Warsaw";"RYANAIR DAC";"Ireland";"189,3227659574468";"169,882861189801702";"179,6028135736242";"Noche"
"RYR";"KRK";"2025-11-20";"10:20";"RYR2229";"CRACOVIA (KRK)";"No informado";"2229";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50,0777020000000";"19,78480000000000";"791";"Europe/Warsaw";"RYANAIR DAC";"Ireland";"189,3227659574468";"169,882861189801702";"179,6028135736242";"Mañana"
"RYR";"KRK";"2025-11-16";"13:15";"RYR2229";"CRACOVIA (KRK)";"No informado";"2229";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50,0777020000000";"19,78480000000000";"791";"Europe/Warsaw";"RYANAIR DAC";"Ireland";"189,3227659574468";"169,882861189801702";"179,6028135736242";"Tarde"
"RYR";"MXP";"2025-11-15";"16:00";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"1444";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Tarde"
"RYR";"MXP";"2025-11-09";"21:15";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"7470";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Noche"
"RYR";"MXP";"2025-11-21";"23:10";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"7470";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Noche"
"RYR";"KRK";"2025-11-09";"13:00";"RYR2229";"CRACOVIA (KRK)";"En vuelo";"2229";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50,0777020000000";"19,78480000000000";"791";"Europe/Warsaw";"RYANAIR DAC";"Ireland";"189,3227659574468";"169,882861189801702";"179,6028135736242";"Tarde"
"RYR";"MXP";"2025-11-15";"23:45";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"7470";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Noche"
"RYR";"SCQ";"2025-11-11";"16:35";"RYR705";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"705";"Santiago de Compostela Airport";"Santiago";"Spain";"LEST";"42,8963012695312";"-8,41514015197754";"1213";"Europe/Madrid";"RYANAIR DAC";"Ireland";"172,6497872340425";"169,882861189801702";"171,2663242119221";"Tarde"
"RYR";"MXP";"2025-11-21";"16:50";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"1444";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Tarde"
"RYR";"MXP";"2025-11-10";"10:15";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"1444";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Mañana"
"RYR";"SOF";"2025-11-19";"13:05";"RYR9237";"SOFIA (SOF)";"No informado";"9237";"Sofia";"Sofia";"Bulgaria";"LBSF";"42,6966934204102";"23,41143608093262";"1742";"Europe/Sofia";"RYANAIR DAC";"Ireland";"180,6085106382979";"169,882861189801702";"175,2456859140498";"Tarde"
"RYR";"MXP";"2025-11-20";"10:25";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"1444";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Mañana"
"RYR";"MXP";"2025-11-12";"09:10";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"1444";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Mañana"
"RYR";"MXP";"2025-11-18";"21:45";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"1444";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Noche"
"RYR";"MRS";"2025-11-21";"16:55";"RYR1770";"MARSELLA (MRS)";"No informado";"1770";"Marseille Provence Airport";"Marseille";"France";"LFML";"43,4392719220000";"5,22142410278000";"74";"Europe/Paris";"RYANAIR DAC";"Ireland";"157,4782978723404";"169,882861189801702";"163,6805795310711";"Tarde"
"RYR";"MXP";"2025-11-16";"07:55";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"1444";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Mañana"
"RYR";"NAP";"2025-11-14";"19:15";"RYR6836";"NAPOLES (NAP)";"No informado";"6836";"Naples International Airport";"Naples";"Italy";"LIRN";"40,8860020000000";"14,29080000000000";"294";"Europe/Rome";"RYANAIR DAC";"Ireland";"178,1802127659574";"169,882861189801702";"174,0315369778796";"Noche"
"RYR";"NAP";"2025-11-13";"12:25";"RYR6836";"NAPOLES (NAP)";"No informado";"6836";"Naples International Airport";"Naples";"Italy";"LIRN";"40,8860020000000";"14,29080000000000";"294";"Europe/Rome";"RYANAIR DAC";"Ireland";"178,1802127659574";"169,882861189801702";"174,0315369778796";"Tarde"
"RYR";"NAP";"2025-11-10";"12:45";"RYR6836";"NAPOLES (NAP)";"No informado";"6836";"Naples International Airport";"Naples";"Italy";"LIRN";"40,8860020000000";"14,29080000000000";"294";"Europe/Rome";"RYANAIR DAC";"Ireland";"178,1802127659574";"169,882861189801702";"174,0315369778796";"Tarde"
"RYR";"NAP";"2025-11-22";"20:00";"RYR6836";"NAPOLES (NAP)";"No informado";"6836";"Naples International Airport";"Naples";"Italy";"LIRN";"40,8860020000000";"14,29080000000000";"294";"Europe/Rome";"RYANAIR DAC";"Ireland";"178,1802127659574";"169,882861189801702";"174,0315369778796";"Noche"
"RYR";"CGN";"2025-11-10";"11:35";"RYR2257";"KOELN/BONN (CGN)";"No informado";"2257";"Cologne Bonn Airport";"Cologne";"Germany";"EDDK";"50,8658981323000";"7,14273977280000";"302";"Europe/Berlin";"RYANAIR DAC";"Ireland";"80,6106382978723";"169,882861189801702";"125,2467497438370";"Mañana"
"RYR";"CGN";"2025-11-15";"22:20";"RYR2257";"KOELN/BONN (CGN)";"No informado";"2257";"Cologne Bonn Airport";"Cologne";"Germany";"EDDK";"50,8658981323000";"7,14273977280000";"302";"Europe/Berlin";"RYANAIR DAC";"Ireland";"80,6106382978723";"169,882861189801702";"125,2467497438370";"Noche"
"RYR";"TFS";"2025-11-17";"20:35";"RYR1971";"TENERIFE SUR (TFS)";"No informado";"1971";"Tenerife South Airport";"Tenerife";"Spain";"GCTS";"28,0445003510000";"-16,57250022890000";"209";"Atlantic/Canary";"RYANAIR DAC";"Ireland";"173,4065217391304";"169,882861189801702";"171,6446914644661";"Noche"
"RYR";"FCO";"2025-11-17";"08:00";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"1003";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41,8002778000000";"12,23888890000000";"13";"Europe/Rome";"RYANAIR DAC";"Ireland";"176,6825531914893";"169,882861189801702";"173,2827071906455";"Mañana"
"RYR";"NUE";"2025-11-10";"18:35";"RYR1131";"NUREMBERG (NUE)";"No informado";"1131";"Nuremberg Airport";"Nuernberg";"Germany";"EDDN";"49,4986990000000";"11,07805600000000";"1046";"Europe/Berlin";"RYANAIR DAC";"Ireland";"174,7431111111111";"169,882861189801702";"172,3129861504564";"Noche"
"RYR";"CGN";"2025-11-13";"08:25";"RYR2257";"KOELN/BONN (CGN)";"No informado";"2257";"Cologne Bonn Airport";"Cologne";"Germany";"EDDK";"50,8658981323000";"7,14273977280000";"302";"Europe/Berlin";"RYANAIR DAC";"Ireland";"80,6106382978723";"169,882861189801702";"125,2467497438370";"Mañana"
"RYR";"NUE";"2025-11-15";"12:05";"RYR1131";"NUREMBERG (NUE)";"No informado";"1131";"Nuremberg Airport";"Nuernberg";"Germany";"EDDN";"49,4986990000000";"11,07805600000000";"1046";"Europe/Berlin";"RYANAIR DAC";"Ireland";"174,7431111111111";"169,882861189801702";"172,3129861504564";"Tarde"
"RYR";"NUE";"2025-11-14";"11:00";"RYR1131";"NUREMBERG (NUE)";"No informado";"1131";"Nuremberg Airport";"Nuernberg";"Germany";"EDDN";"49,4986990000000";"11,07805600000000";"1046";"Europe/Berlin";"RYANAIR DAC";"Ireland";"174,7431111111111";"169,882861189801702";"172,3129861504564";"Mañana"
"RYR";"OPO";"2025-11-17";"12:15";"RYR1710";"OPORTO (OPO)";"No informado";"1710";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41,2481002808000";"-8,68138980865000";"228";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"170,5295744680851";"169,882861189801702";"170,2062178289434";"Tarde"
"RYR";"OPO";"2025-11-10";"22:00";"RYR2646";"OPORTO (OPO)";"No informado";"2646";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41,2481002808000";"-8,68138980865000";"228";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"170,5295744680851";"169,882861189801702";"170,2062178289434";"Noche"
"RYR";"TNG";"2025-11-16";"08:25";"RYR5540";"TANGER (TNG)";"No informado";"5540";"Ibn Batouta Airport";"Tanger";"Morocco";"GMTT";"35,7268981934000";"-5,91689014435000";"62";"Africa/Casablanca";"RYANAIR DAC";"Ireland";"144,5700000000000";"169,882861189801702";"157,2264305949008";"Mañana"
"RYR";"OPO";"2025-11-14";"21:55";"RYR2646";"OPORTO (OPO)";"No informado";"2646";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41,2481002808000";"-8,68138980865000";"228";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"170,5295744680851";"169,882861189801702";"170,2062178289434";"Noche"
"RYR";"OPO";"2025-11-12";"15:15";"RYR1710";"OPORTO (OPO)";"No informado";"1710";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41,2481002808000";"-8,68138980865000";"228";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"170,5295744680851";"169,882861189801702";"170,2062178289434";"Tarde"
"RYR";"TNG";"2025-11-13";"09:05";"RYR5540";"TANGER (TNG)";"No informado";"5540";"Ibn Batouta Airport";"Tanger";"Morocco";"GMTT";"35,7268981934000";"-5,91689014435000";"62";"Africa/Casablanca";"RYANAIR DAC";"Ireland";"144,5700000000000";"169,882861189801702";"157,2264305949008";"Mañana"
"RYR";"BER";"2025-11-13";"13:30";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"138";NA;NA;NA;NA;NA;NA;NA;NA;"RYANAIR DAC";"Ireland";"170,9934042553191";"169,882861189801702";"170,4381327225604";"Tarde"
"RYR";"OPO";"2025-11-13";"15:50";"RYR1710";"OPORTO (OPO)";"No informado";"1710";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41,2481002808000";"-8,68138980865000";"228";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"170,5295744680851";"169,882861189801702";"170,2062178289434";"Tarde"
"RYR";"BER";"2025-11-14";"08:50";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"138";NA;NA;NA;NA;NA;NA;NA;NA;"RYANAIR DAC";"Ireland";"170,9934042553191";"169,882861189801702";"170,4381327225604";"Mañana"
"RYR";"IBZ";"2025-11-20";"23:35";"RYR616";"IBIZA (IBZ)";"No informado";"616";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"RYANAIR DAC";"Ireland";"111,1631914893617";"169,882861189801702";"140,5230263395817";"Noche"
"RYR";"CRL";"2025-11-22";"11:35";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"1687";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50,4592020000000";"4,45382000000000";"614";"Europe/Brussels";"RYANAIR DAC";"Ireland";"173,7036170212766";"169,882861189801702";"171,7932391055392";"Mañana"
"RYR";"CRL";"2025-11-18";"13:35";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"1687";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50,4592020000000";"4,45382000000000";"614";"Europe/Brussels";"RYANAIR DAC";"Ireland";"173,7036170212766";"169,882861189801702";"171,7932391055392";"Tarde"
"RYR";"MXP";"2025-11-17";"21:55";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"7470";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45,6306000000000";"8,72811000000000";"768";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,2689361702128";"169,882861189801702";"171,5758986800072";"Noche"
"RYR";"CRL";"2025-11-21";"13:20";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"1687";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50,4592020000000";"4,45382000000000";"614";"Europe/Brussels";"RYANAIR DAC";"Ireland";"173,7036170212766";"169,882861189801702";"171,7932391055392";"Tarde"
"RYR";"POZ";"2025-11-10";"09:05";"RYR4741";"POZNAN /LAWICA (POZ)";"No informado";"4741";"Poznań-Ławica Airport";"Poznan";"Poland";"EPPO";"52,4210014343000";"16,82629966740000";"308";"Europe/Warsaw";"RYANAIR DAC";"Ireland";"180,7600000000000";"169,882861189801702";"175,3214305949008";"Mañana"
"RYR";"CRL";"2025-11-17";"20:25";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"2147";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50,4592020000000";"4,45382000000000";"614";"Europe/Brussels";"RYANAIR DAC";"Ireland";"173,7036170212766";"169,882861189801702";"171,7932391055392";"Noche"
"RYR";"BGY";"2025-11-18";"21:00";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"497";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45,6739010000000";"9,70417000000000";"782";"Europe/Rome";"RYANAIR DAC";"Ireland";"175,0940425531915";"169,882861189801702";"172,4884518714966";"Noche"
"RYR";"BGY";"2025-11-21";"22:15";"RYR4663";"MILAN/BERGAMO (BGY)";"No informado";"4663";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45,6739010000000";"9,70417000000000";"782";"Europe/Rome";"RYANAIR DAC";"Ireland";"175,0940425531915";"169,882861189801702";"172,4884518714966";"Noche"
"RYR";"AGP";"2025-11-22";"15:40";"RYR681";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"681";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"RYANAIR DAC";"Ireland";"98,4668085106383";"169,882861189801702";"134,1748348502200";"Tarde"
"RYR";"BGY";"2025-11-13";"18:25";"RYR4728";"MILAN/BERGAMO (BGY)";"No informado";"4728";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45,6739010000000";"9,70417000000000";"782";"Europe/Rome";"RYANAIR DAC";"Ireland";"175,0940425531915";"169,882861189801702";"172,4884518714966";"Noche"
"RYR";"CRL";"2025-11-10";"00:10";"RYR3791";"BRUSELAS /CHARLEROI (CRL)";"No informado";"3791";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50,4592020000000";"4,45382000000000";"614";"Europe/Brussels";"RYANAIR DAC";"Ireland";"173,7036170212766";"169,882861189801702";"171,7932391055392";"Madrugada"
"RYR";"DUB";"2025-11-17";"12:30";"RYR1740";"DUBLIN (DUB)";"No informado";"1740";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53,4212990000000";"-6,27007000000000";"242";"Europe/Dublin";"RYANAIR DAC";"Ireland";"174,6393617021277";"169,882861189801702";"172,2611114459647";"Tarde"
"RYR";"DUB";"2025-11-14";"12:05";"RYR1740";"DUBLIN (DUB)";"No informado";"1740";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53,4212990000000";"-6,27007000000000";"242";"Europe/Dublin";"RYANAIR DAC";"Ireland";"174,6393617021277";"169,882861189801702";"172,2611114459647";"Tarde"
"RYR";"DUB";"2025-11-22";"11:55";"RYR1740";"DUBLIN (DUB)";"No informado";"1740";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53,4212990000000";"-6,27007000000000";"242";"Europe/Dublin";"RYANAIR DAC";"Ireland";"174,6393617021277";"169,882861189801702";"172,2611114459647";"Mañana"
"RYR";"DUB";"2025-11-12";"12:55";"RYR1740";"DUBLIN (DUB)";"No informado";"1740";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53,4212990000000";"-6,27007000000000";"242";"Europe/Dublin";"RYANAIR DAC";"Ireland";"174,6393617021277";"169,882861189801702";"172,2611114459647";"Tarde"
"RYR";"DUB";"2025-11-10";"00:55";"RYR1772";"DUBLIN (DUB)";"No informado";"1772";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53,4212990000000";"-6,27007000000000";"242";"Europe/Dublin";"RYANAIR DAC";"Ireland";"174,6393617021277";"169,882861189801702";"172,2611114459647";"Madrugada"
"RYR";"PSA";"2025-11-22";"07:55";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"952";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43,6838990000000";"10,39270000000000";"6";"Europe/Rome";"RYANAIR DAC";"Ireland";"171,3404255319149";"169,882861189801702";"170,6116433608583";"Mañana"
"RYR";"PSA";"2025-11-17";"13:00";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"952";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43,6838990000000";"10,39270000000000";"6";"Europe/Rome";"RYANAIR DAC";"Ireland";"171,3404255319149";"169,882861189801702";"170,6116433608583";"Tarde"
"RYR";"DUB";"2025-11-13";"09:25";"RYR1740";"DUBLIN (DUB)";"No informado";"1740";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53,4212990000000";"-6,27007000000000";"242";"Europe/Dublin";"RYANAIR DAC";"Ireland";"174,6393617021277";"169,882861189801702";"172,2611114459647";"Mañana"
"RYR";"LPA";"2025-11-15";"12:35";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"7201";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27,9319000244141";"-15,38659954071045";"78";"Atlantic/Canary";"RYANAIR DAC";"Ireland";"154,1063829787234";"169,882861189801702";"161,9946220842626";"Tarde"
"RYR";"MAN";"2025-11-17";"18:40";"RYR641";"MANCHESTER (MAN)";"No informado";"641";"Manchester Airport";"Manchester";"United Kingdom";"EGCC";"53,3536987304688";"-2,27495002746582";"257";"Europe/London";"RYANAIR DAC";"Ireland";"171,3725531914894";"169,882861189801702";"170,6277071906455";"Noche"
"RYR";"VIE";"2025-11-21";"17:30";"RYR7340";"VIENA (VIE)";"No informado";"7340";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48,1102981567380";"16,56970024108900";"600";"Europe/Vienna";"RYANAIR DAC";"Ireland";"161,7025531914894";"169,882861189801702";"165,7927071906455";"Tarde"
"RYR";"BUD";"2025-11-16";"12:45";"RYR2301";"BUDAPEST (BUD)";"No informado";"2301";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47,4297600000000";"19,26109300000000";"495";"Europe/Budapest";"RYANAIR DAC";"Ireland";"181,3585106382979";"169,882861189801702";"175,6206859140498";"Tarde"
"RYR";"SVQ";"2025-11-15";"22:45";"RYR2208";"SEVILLA (SVQ)";"No informado";"2208";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"RYANAIR DAC";"Ireland";"118,2457446808511";"169,882861189801702";"144,0643029353264";"Noche"
"RYR";"SVQ";"2025-11-14";"14:55";"RYR2206";"SEVILLA (SVQ)";"No informado";"2206";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"RYANAIR DAC";"Ireland";"118,2457446808511";"169,882861189801702";"144,0643029353264";"Tarde"
"RYR";"LPA";"2025-11-16";"23:35";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"7201";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27,9319000244141";"-15,38659954071045";"78";"Atlantic/Canary";"RYANAIR DAC";"Ireland";"154,1063829787234";"169,882861189801702";"161,9946220842626";"Noche"
"RYR";"SVQ";"2025-11-14";"22:00";"RYR2208";"SEVILLA (SVQ)";"No informado";"2208";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"RYANAIR DAC";"Ireland";"118,2457446808511";"169,882861189801702";"144,0643029353264";"Noche"
"RYR";"VIE";"2025-11-14";"08:55";"RYR802";"VIENA (VIE)";"No informado";"802";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48,1102981567380";"16,56970024108900";"600";"Europe/Vienna";"RYANAIR DAC";"Ireland";"161,7025531914894";"169,882861189801702";"165,7927071906455";"Mañana"
"RYR";"VIE";"2025-11-15";"10:35";"RYR802";"VIENA (VIE)";"No informado";"802";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48,1102981567380";"16,56970024108900";"600";"Europe/Vienna";"RYANAIR DAC";"Ireland";"161,7025531914894";"169,882861189801702";"165,7927071906455";"Mañana"
"RYR";"LIS";"2025-11-15";"23:55";"RYR1768";"LISBOA (LIS)";"No informado";"1768";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38,7813000000000";"-9,13592000000000";"374";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"101,4665957446808";"169,882861189801702";"135,6747284672413";"Noche"
"RYR";"EDI";"2025-11-19";"10:00";"RYR1092";"EDIMBURGO (EDI)";"No informado";"1092";"Edinburgh Airport";"Edinburgh";"United Kingdom";"EGPH";"55,9500007629395";"-3,37249994277954";"135";"Europe/London";"RYANAIR DAC";"Ireland";"173,5605405405405";"169,882861189801702";"171,7217008651711";"Mañana"
"RYR";"EDI";"2025-11-09";"16:40";"RYR1092";"EDIMBURGO (EDI)";"No informado";"1092";"Edinburgh Airport";"Edinburgh";"United Kingdom";"EGPH";"55,9500007629395";"-3,37249994277954";"135";"Europe/London";"RYANAIR DAC";"Ireland";"173,5605405405405";"169,882861189801702";"171,7217008651711";"Tarde"
