"Compañía";"Año";"Mes";"País";"Operaciones Totales";"Pasajeros Totales";"PAX_medio";"icao_aerolinea"
"AEROFLOT - RUSSIAN AIRLINES";"2022";"Enero      de 2022";"FEDERACION RUSA";"5,000";"530,000";"106,0000000000000000";NA
"AEROFLOT - RUSSIAN AIRLINES";"2022";"Febrero    de 2022";"FEDERACION RUSA";"4,000";"401,000";"100,2500000000000000";NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Abril      de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Agosto     de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Agosto     de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Diciembre  de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Noviembre  de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Enero      de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Abril      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Febrero    de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Julio      de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Junio      de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Julio      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Marzo      de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Mayo       de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Marzo      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Noviembre  de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Octubre    de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Junio      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2022";"Septiembre de 2022";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Noviembre  de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Abril      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Marzo      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Octubre    de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Agosto     de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Enero      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Mayo       de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Enero      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Octubre    de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Noviembre  de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Diciembre  de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Abril      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Septiembre de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Julio      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Febrero    de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2023";"Mayo       de 2023";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Marzo      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Junio      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Mayo       de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Septiembre de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Octubre    de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Enero      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Julio      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2024";"Febrero    de 2024";"ESPAÑA";"0,000";NA;NA;NA
"AEROVIAS DE MEXICO, S.A. DE C.";"2025";"Agosto     de 2025";"ESPAÑA";"0,000";NA;NA;NA
"AIR-TAXI EUROPE GMBH";"2022";"Agosto     de 2022";"ALEMANIA";"1,000";NA;NA;NA
"AIR-TAXI EUROPE GMBH";"2022";"Julio      de 2022";"HUNGRIA";"1,000";"0,000";"0,0000000000000000";NA
"AIR ALGERIE";"2024";"Agosto     de 2024";"ARGELIA";"9,000";"943,000";"104,7777777777777715";NA
"AIR ALGERIE";"2025";"Junio      de 2025";"ARGELIA";"5,000";"440,000";"88,0000000000000000";NA
"AIR ALGERIE";"2025";"Septiembre de 2025";"ARGELIA";"3,000";"371,000";"123,6666666666666714";NA
"AIR ALGERIE";"2024";"Septiembre de 2024";"ARGELIA";"4,000";"480,000";"120,0000000000000000";NA
"AIR ALGERIE";"2024";"Julio      de 2024";"ARGELIA";"5,000";"544,000";"108,7999999999999972";NA
"AIR ALGERIE";"2025";"Julio      de 2025";"ARGELIA";"9,000";"947,000";"105,2222222222222285";NA
"AIR ALGERIE";"2025";"Agosto     de 2025";"ARGELIA";"9,000";"1,064";"0,1182222222222222";NA
"AIR ARABIA MAROC";"2022";"Septiembre de 2022";"MARRUECOS";"9,000";"1,246";"0,1384444444444445";NA
"AIR ARABIA MAROC";"2023";"Noviembre  de 2023";"MARRUECOS";"2,000";"130,000";"65,0000000000000000";NA
"AIR ARABIA MAROC";"2022";"Abril      de 2022";"MARRUECOS";"7,000";"350,000";"50,0000000000000000";NA
"AIR ARABIA MAROC";"2023";"Abril      de 2023";"MARRUECOS";"7,000";"402,000";"57,4285714285714306";NA
"AIR ARABIA MAROC";"2022";"Agosto     de 2022";"MARRUECOS";"9,000";"1,365";"0,1516666666666667";NA
"AIR ARABIA MAROC";"2022";"Diciembre  de 2022";"MARRUECOS";"7,000";"446,000";"63,7142857142857153";NA
"AIR ARABIA MAROC";"2022";"Febrero    de 2022";"MARRUECOS";"6,000";"713,000";"118,8333333333333286";NA
"AIR ARABIA MAROC";"2022";"Julio      de 2022";"MARRUECOS";"8,000";"584,000";"73,0000000000000000";NA
"AIR ARABIA MAROC";"2022";"Noviembre  de 2022";"MARRUECOS";"7,000";"361,000";"51,5714285714285694";NA
"AIR ARABIA MAROC";"2023";"Febrero    de 2023";"MARRUECOS";"5,000";"432,000";"86,4000000000000057";NA
"AIR ARABIA MAROC";"2022";"Junio      de 2022";"MARRUECOS";"8,000";"309,000";"38,6250000000000000";NA
"AIR ARABIA MAROC";"2023";"Julio      de 2023";"MARRUECOS";"5,000";"386,000";"77,2000000000000028";NA
"AIR ARABIA MAROC";"2022";"Marzo      de 2022";"MARRUECOS";"9,000";"678,000";"75,3333333333333286";NA
"AIR ARABIA MAROC";"2022";"Mayo       de 2022";"MARRUECOS";"7,000";"414,000";"59,1428571428571459";NA
"AIR ARABIA MAROC";"2022";"Octubre    de 2022";"MARRUECOS";"8,000";"508,000";"63,5000000000000000";NA
"AIR ARABIA MAROC";"2023";"Enero      de 2023";"MARRUECOS";"7,000";"730,000";"104,2857142857142918";NA
"AIR ARABIA MAROC";"2023";"Octubre    de 2023";"MARRUECOS";"8,000";"532,000";"66,5000000000000000";NA
"AIR ARABIA MAROC";"2023";"Agosto     de 2023";"MARRUECOS";"4,000";"666,000";"166,5000000000000000";NA
"AIR ARABIA MAROC";"2023";"Septiembre de 2023";"MARRUECOS";"7,000";"993,000";"141,8571428571428612";NA
"AIR ARABIA MAROC";"2023";"Marzo      de 2023";"MARRUECOS";"6,000";"426,000";"71,0000000000000000";NA
"AIR ARABIA MAROC";"2023";"Mayo       de 2023";"MARRUECOS";"7,000";"484,000";"69,1428571428571388";NA
"AIR ARABIA MAROC";"2023";"Junio      de 2023";"MARRUECOS";"8,000";"303,000";"37,8750000000000000";NA
"AIR BALTIC CORPORATION JSC";"2022";"Marzo      de 2022";"LETONIA";"1,000";"107,000";"107,0000000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2022";"Octubre    de 2022";"LETONIA";"4,000";"529,000";"132,2500000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2022";"Julio      de 2022";"LETONIA";"5,000";"684,000";"136,8000000000000114";"BTI"
"AIR BALTIC CORPORATION JSC";"2025";"Agosto     de 2025";"LETONIA";"9,000";"1,233";"0,1370000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2025";"Julio      de 2025";"LETONIA";"9,000";"1,117";"0,1241111111111111";"BTI"
"AIR BALTIC CORPORATION JSC";"2023";"Mayo       de 2023";"LETONIA";"9,000";"1,110";"0,1233333333333334";"BTI"
"AIR BALTIC CORPORATION JSC";"2023";"Junio      de 2023";"LETONIA";"8,000";"1,045";"0,1306250000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2024";"Junio      de 2024";"LETONIA";"9,000";"1,204";"0,1337777777777778";"BTI"
"AIR BALTIC CORPORATION JSC";"2024";"Octubre    de 2024";"LETONIA";"8,000";"1,207";"0,1508750000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2024";"Julio      de 2024";"LETONIA";"9,000";"1,194";"0,1326666666666667";"BTI"
"AIR BALTIC CORPORATION JSC";"2023";"Octubre    de 2023";"LETONIA";"9,000";"1,255";"0,1394444444444444";"BTI"
"AIR BALTIC CORPORATION JSC";"2023";"Septiembre de 2023";"LETONIA";"9,000";"1,293";"0,1436666666666667";"BTI"
"AIR BALTIC CORPORATION JSC";"2023";"Agosto     de 2023";"LETONIA";"9,000";"1,196";"0,1328888888888889";"BTI"
"AIR BALTIC CORPORATION JSC";"2025";"Septiembre de 2025";"LETONIA";"8,000";"1,145";"0,1431250000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2022";"Agosto     de 2022";"LETONIA";"4,000";"528,000";"132,0000000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2023";"Noviembre  de 2023";"LETONIA";"8,000";"848,000";"106,0000000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2022";"Septiembre de 2022";"LETONIA";"4,000";"578,000";"144,5000000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2023";"Julio      de 2023";"LETONIA";"9,000";"1,199";"0,1332222222222222";"BTI"
"AIR BALTIC CORPORATION JSC";"2025";"Junio      de 2025";"LETONIA";"8,000";"1,099";"0,1373750000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2022";"Mayo       de 2022";"LETONIA";"5,000";"604,000";"120,7999999999999972";"BTI"
"AIR BALTIC CORPORATION JSC";"2025";"Abril      de 2025";"LETONIA";"7,000";"865,000";"123,5714285714285694";"BTI"
"AIR BALTIC CORPORATION JSC";"2024";"Agosto     de 2024";"LETONIA";"9,000";"1,275";"0,1416666666666667";"BTI"
"AIR BALTIC CORPORATION JSC";"2024";"Mayo       de 2024";"LETONIA";"8,000";"1,027";"0,1283750000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2025";"Mayo       de 2025";"LETONIA";"9,000";"1,047";"0,1163333333333333";"BTI"
"AIR BALTIC CORPORATION JSC";"2022";"Abril      de 2022";"LETONIA";"4,000";"483,000";"120,7500000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2024";"Septiembre de 2024";"LETONIA";"8,000";"1,128";"0,1410000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2024";"Abril      de 2024";"LETONIA";"5,000";"672,000";"134,4000000000000057";"BTI"
"AIR BALTIC CORPORATION JSC";"2023";"Abril      de 2023";"LETONIA";"5,000";"677,000";"135,4000000000000057";"BTI"
"AIR BALTIC CORPORATION JSC";"2022";"Junio      de 2022";"LETONIA";"4,000";"539,000";"134,7500000000000000";"BTI"
"AIR BALTIC CORPORATION JSC";"2025";"Octubre    de 2025";"LETONIA";"8,000";"1,093";"0,1366250000000000";"BTI"
"AIR CAIRO";"2023";"Octubre    de 2023";"EGIPTO";"4,000";"666,000";"166,5000000000000000";NA
"AIR CAIRO";"2023";"Febrero    de 2023";"EGIPTO";"4,000";"532,000";"133,0000000000000000";NA
"AIR CAIRO";"2023";"Agosto     de 2023";"EGIPTO";"4,000";"694,000";"173,5000000000000000";NA
"AIR CAIRO";"2022";"Diciembre  de 2022";"EGIPTO";"4,000";"372,000";"93,0000000000000000";NA
"AIR CAIRO";"2023";"Enero      de 2023";"EGIPTO";"5,000";"693,000";"138,5999999999999943";NA
"AIR CAIRO";"2023";"Junio      de 2023";"EGIPTO";"4,000";"492,000";"123,0000000000000000";NA
"AIR CAIRO";"2023";"Marzo      de 2023";"EGIPTO";"4,000";"642,000";"160,5000000000000000";NA
"AIR CAIRO";"2022";"Noviembre  de 2022";"EGIPTO";"6,000";"523,000";"87,1666666666666714";NA
"AIR CAIRO";"2023";"Mayo       de 2023";"EGIPTO";"5,000";"720,000";"144,0000000000000000";NA
"AIR CAIRO";"2022";"Octubre    de 2022";"EGIPTO";"1,000";"4,000";"4,0000000000000000";NA
"AIR CAIRO";"2023";"Abril      de 2023";"EGIPTO";"4,000";"670,000";"167,5000000000000000";NA
"AIR CAIRO";"2023";"Septiembre de 2023";"EGIPTO";"4,000";"681,000";"170,2500000000000000";NA
"AIR CAIRO";"2023";"Julio      de 2023";"EGIPTO";"5,000";"642,000";"128,4000000000000057";NA
"AIR CANADA";"2023";"Octubre    de 2023";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2022";"Diciembre  de 2022";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Septiembre de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2022";"Noviembre  de 2022";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Junio      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2023";"Noviembre  de 2023";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Marzo      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2023";"Agosto     de 2023";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Julio      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2023";"Septiembre de 2023";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2025";"Marzo      de 2025";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2023";"Diciembre  de 2023";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2023";"Enero      de 2023";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Octubre    de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Agosto     de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2023";"Junio      de 2023";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2023";"Julio      de 2023";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Enero      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Febrero    de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2025";"Noviembre  de 2025";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Diciembre  de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Abril      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Noviembre  de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2024";"Mayo       de 2024";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2025";"Enero      de 2025";"PORTUGAL";"0,000";NA;NA;NA
"AIR CANADA";"2025";"Febrero    de 2025";"PORTUGAL";"0,000";NA;NA;NA
"AIR EUROPA";"2025";"Junio      de 2025";"ESPAÑA";"120,000";"17,495";"0,1457916666666667";"AEA"
"AIR EUROPA";"2023";"Julio      de 2023";"ESPAÑA";"124,000";"16,459";"0,1327338709677419";"AEA"
"AIR EUROPA";"2025";"Febrero    de 2025";"ESPAÑA";"112,000";"15,620";"0,1394642857142857";"AEA"
"AIR EUROPA";"2023";"Octubre    de 2023";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2023";"Junio      de 2023";"ESPAÑA";"120,000";"15,874";"0,1322833333333333";"AEA"
"AIR EUROPA";"2022";"Marzo      de 2022";"ESPAÑA";"112,000";"8,247";"0,0736339285714286";"AEA"
"AIR EUROPA";"2025";"Agosto     de 2025";"ESPAÑA";"124,000";"19,309";"0,1557177419354839";"AEA"
"AIR EUROPA";"2022";"Julio      de 2022";"ESPAÑA";"124,000";"15,732";"0,1268709677419355";"AEA"
"AIR EUROPA";"2024";"Septiembre de 2024";"ESPAÑA";"120,000";"17,617";"0,1468083333333333";"AEA"
"AIR EUROPA";"2022";"Agosto     de 2022";"ESPAÑA";"123,000";"16,635";"0,1352439024390244";"AEA"
"AIR EUROPA";"2022";"Mayo       de 2022";"ESPAÑA";"123,000";"10,761";"0,0874878048780488";"AEA"
"AIR EUROPA";"2025";"Septiembre de 2025";"ESPAÑA";"119,000";"18,681";"0,1569831932773109";"AEA"
"AIR EUROPA";"2023";"Junio      de 2023";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2023";"Noviembre  de 2023";"ESPAÑA";"119,000";"14,800";"0,1243697478991597";"AEA"
"AIR EUROPA";"2024";"Abril      de 2024";"ESPAÑA";"120,000";"16,537";"0,1378083333333333";"AEA"
"AIR EUROPA";"2025";"Julio      de 2025";"ESPAÑA";"124,000";"18,963";"0,1529274193548387";"AEA"
"AIR EUROPA";"2023";"Mayo       de 2023";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2024";"Diciembre  de 2024";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2024";"Junio      de 2024";"ESPAÑA";"120,000";"16,965";"0,1413750000000000";"AEA"
"AIR EUROPA";"2023";"Septiembre de 2023";"ESPAÑA";"120,000";"16,007";"0,1333916666666667";"AEA"
"AIR EUROPA";"2025";"Abril      de 2025";"ESPAÑA";"120,000";"16,395";"0,1366250000000000";"AEA"
"AIR EUROPA";"2025";"Noviembre  de 2025";"ESPAÑA";"120,000";"16,275";"0,1356250000000000";"AEA"
"AIR EUROPA";"2023";"Mayo       de 2023";"ESPAÑA";"124,000";"13,833";"0,1115564516129032";"AEA"
"AIR EUROPA";"2024";"Marzo      de 2024";"ESPAÑA";"124,000";"17,342";"0,1398548387096774";"AEA"
"AIR EUROPA";"2022";"Junio      de 2022";"ESPAÑA";"119,000";"12,668";"0,1064537815126050";"AEA"
"AIR EUROPA";"2024";"Febrero    de 2024";"ESPAÑA";"116,000";"15,908";"0,1371379310344827";"AEA"
"AIR EUROPA";"2024";"Enero      de 2024";"ESPAÑA";"124,000";"15,505";"0,1250403225806452";"AEA"
"AIR EUROPA";"2023";"Enero      de 2023";"ESPAÑA";"124,000";"14,757";"0,1190080645161290";"AEA"
"AIR EUROPA";"2022";"Octubre    de 2022";"ESPAÑA";"124,000";"13,561";"0,1093629032258065";"AEA"
"AIR EUROPA";"2024";"Octubre    de 2024";"ESPAÑA";"123,000";"16,506";"0,1341951219512195";"AEA"
"AIR EUROPA";"2022";"Diciembre  de 2022";"ESPAÑA";"124,000";"14,926";"0,1203709677419355";"AEA"
"AIR EUROPA";"2023";"Febrero    de 2023";"ESPAÑA";"111,000";"13,622";"0,1227207207207207";"AEA"
"AIR EUROPA";"2022";"Febrero    de 2022";"ESPAÑA";"96,000";"7,458";"0,0776875000000000";"AEA"
"AIR EUROPA";"2022";"Noviembre  de 2022";"ESPAÑA";"119,000";"14,153";"0,1189327731092437";"AEA"
"AIR EUROPA";"2024";"Mayo       de 2024";"ESPAÑA";"124,000";"16,904";"0,1363225806451613";"AEA"
"AIR EUROPA";"2023";"Octubre    de 2023";"ESPAÑA";"124,000";"15,545";"0,1253629032258065";"AEA"
"AIR EUROPA";"2024";"Noviembre  de 2024";"ESPAÑA";"120,000";"16,508";"0,1375666666666667";"AEA"
"AIR EUROPA";"2023";"Marzo      de 2023";"ESPAÑA";"124,000";"15,368";"0,1239354838709677";"AEA"
"AIR EUROPA";"2024";"Octubre    de 2024";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2024";"Agosto     de 2024";"ESPAÑA";"124,000";"17,786";"0,1434354838709677";"AEA"
"AIR EUROPA";"2023";"Abril      de 2023";"ESPAÑA";"120,000";"14,651";"0,1220916666666667";"AEA"
"AIR EUROPA";"2023";"Diciembre  de 2023";"ESPAÑA";"124,000";"16,334";"0,1317258064516129";"AEA"
"AIR EUROPA";"2025";"Marzo      de 2025";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2023";"Agosto     de 2023";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2025";"Marzo      de 2025";"ESPAÑA";"124,000";"17,063";"0,1376048387096774";"AEA"
"AIR EUROPA";"2025";"Octubre    de 2025";"ESPAÑA";"124,000";"18,421";"0,1485564516129032";"AEA"
"AIR EUROPA";"2025";"Mayo       de 2025";"ESPAÑA";"125,000";"17,970";"0,1437600000000000";"AEA"
"AIR EUROPA";"2023";"Septiembre de 2023";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2023";"Agosto     de 2023";"ESPAÑA";"124,000";"17,174";"0,1385000000000000";"AEA"
"AIR EUROPA";"2025";"Enero      de 2025";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2023";"Julio      de 2023";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2024";"Julio      de 2024";"ESPAÑA";"124,000";"17,524";"0,1413225806451613";"AEA"
"AIR EUROPA";"2024";"Noviembre  de 2024";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2022";"Septiembre de 2022";"ESPAÑA";"120,000";"15,338";"0,1278166666666667";"AEA"
"AIR EUROPA";"2025";"Febrero    de 2025";"REPUBLICA DE SERBIA";"0,000";NA;NA;"AEA"
"AIR EUROPA";"2025";"Enero      de 2025";"ESPAÑA";"124,000";"16,876";"0,1360967741935484";"AEA"
"AIR EUROPA";"2022";"Enero      de 2022";"ESPAÑA";"112,000";"8,206";"0,0732678571428571";"AEA"
"AIR EUROPA";"2024";"Diciembre  de 2024";"ESPAÑA";"124,000";"16,618";"0,1340161290322580";"AEA"
"AIR EUROPA";"2022";"Abril      de 2022";"ESPAÑA";"117,000";"10,556";"0,0902222222222222";"AEA"
"AIR FRANCE";"2022";"Noviembre  de 2022";"FRANCIA";"68,000";"6,126";"0,0900882352941176";"AFR"
"AIR FRANCE";"2023";"Abril      de 2023";"HOLANDA";"0,000";NA;NA;"AFR"
"AIR FRANCE";"2025";"Octubre    de 2025";"FRANCIA";"85,000";"9,614";"0,1131058823529412";"AFR"
"AIR FRANCE";"2022";"Diciembre  de 2022";"FRANCIA";"70,000";"6,365";"0,0909285714285714";"AFR"
"AIR FRANCE";"2022";"Abril      de 2022";"FRANCIA";"60,000";"8,389";"0,1398166666666666";"AFR"
"AIR FRANCE";"2023";"Febrero    de 2023";"FRANCIA";"56,000";"5,235";"0,0934821428571429";"AFR"
"AIR FRANCE";"2024";"Enero      de 2024";"FRANCIA";"62,000";"5,108";"0,0823870967741935";"AFR"
"AIR FRANCE";"2023";"Junio      de 2023";"FRANCIA";"89,000";"12,284";"0,1380224719101124";"AFR"
"AIR FRANCE";"2025";"Febrero    de 2025";"HOLANDA";"0,000";NA;NA;"AFR"
"AIR FRANCE";"2025";"Noviembre  de 2025";"FRANCIA";"82,000";"6,891";"0,0840365853658537";"AFR"
"AIR FRANCE";"2024";"Junio      de 2024";"FRANCIA";"90,000";"7,951";"0,0883444444444444";"AFR"
"AIR FRANCE";"2024";"Abril      de 2024";"FRANCIA";"76,000";"6,764";"0,0890000000000000";"AFR"
"AIR FRANCE";"2024";"Diciembre  de 2024";"HOLANDA";"0,000";NA;NA;"AFR"
"AIR FRANCE";"2023";"Agosto     de 2023";"FRANCIA";"96,000";"14,709";"0,1532187500000000";"AFR"
"AIR FRANCE";"2023";"Abril      de 2023";"FRANCIA";"80,000";"11,550";"0,1443750000000000";"AFR"
"AIR FRANCE";"2025";"Enero      de 2025";"FRANCIA";"83,000";"7,984";"0,0961927710843374";"AFR"
"AIR FRANCE";"2025";"Agosto     de 2025";"FRANCIA";"93,000";"12,867";"0,1383548387096774";"AFR"
"AIR FRANCE";"2022";"Junio      de 2022";"FRANCIA";"56,000";"7,758";"0,1385357142857143";"AFR"
"AIR FRANCE";"2024";"Julio      de 2024";"FRANCIA";"91,000";"9,304";"0,1022417582417582";"AFR"
"AIR FRANCE";"2023";"Julio      de 2023";"FRANCIA";"90,000";"14,011";"0,1556777777777778";"AFR"
"AIR FRANCE";"2022";"Julio      de 2022";"FRANCIA";"75,000";"10,177";"0,1356933333333333";"AFR"
"AIR FRANCE";"2023";"Septiembre de 2023";"HOLANDA";"0,000";NA;NA;"AFR"
"AIR FRANCE";"2023";"Julio      de 2023";"HOLANDA";"0,000";NA;NA;"AFR"
"AIR FRANCE";"2024";"Marzo      de 2024";"FRANCIA";"63,000";"5,457";"0,0866190476190476";"AFR"
"AIR FRANCE";"2023";"Octubre    de 2023";"HOLANDA";"0,000";NA;NA;"AFR"
"AIR FRANCE";"2024";"Agosto     de 2024";"FRANCIA";"93,000";"9,382";"0,1008817204301075";"AFR"
"AIR FRANCE";"2024";"Noviembre  de 2024";"FRANCIA";"79,000";"6,098";"0,0771898734177215";"AFR"
"AIR FRANCE";"2023";"Octubre    de 2023";"FRANCIA";"81,000";"11,252";"0,1389135802469136";"AFR"
"AIR FRANCE";"2025";"Abril      de 2025";"FRANCIA";"80,000";"9,550";"0,1193750000000000";"AFR"
"AIR FRANCE";"2024";"Marzo      de 2024";"HOLANDA";"0,000";NA;NA;"AFR"
"AIR FRANCE";"2023";"Marzo      de 2023";"FRANCIA";"69,000";"6,917";"0,1002463768115942";"AFR"
